x1,y1,x2,y2,omega,R,Vb,Vf,v1,v2
0,0,0,5,3,5,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,0,5,3.1,5,15.5,15.395129099816,16.561326745385,1.16619764556907
0,0,0,5,3.2,5,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,0,5,3.3,5,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,0,10,0.2,10,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,0,10,0.3,10,3,2.4,12.8781325672373,10.4781325672373
0,0,0,10,0.4,10,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,0,10,0.5,10,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,0,10,0.6,10,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,0,10,0.7,10,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,0,10,0.8,10,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,0,10,0.9,10,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,0,10,1,10,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,0,10,1.1,10,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,0,10,1.2,10,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,0,10,1.3,10,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,0,10,1.4,10,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,0,10,1.5,10,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,0,10,1.6,10,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,0,15,0.2,15,3,2.4,12.8781325672373,10.4781325672373
0,0,0,15,0.3,15,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,0,15,0.4,15,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,0,15,0.5,15,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,0,15,0.6,15,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,0,15,0.7,15,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,0,15,0.8,15,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,0,15,0.9,15,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,0,15,1,15,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,0,15,1.1,15,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,0,20,0.1,20,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,0,20,0.2,20,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,0,20,0.3,20,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,0,20,0.4,20,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,0,20,0.5,20,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,0,20,0.6,20,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,0,20,0.7,20,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,0,20,0.8,20,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,0,25,0.1,25,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,0,25,0.2,25,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,0,25,0.3,25,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,0,25,0.4,25,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,0,25,0.5,25,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,0,25,0.6,25,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,0,30,0.1,30,3,2.4,12.8781325672373,10.4781325672373
0,0,0,30,0.2,30,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,0,30,0.3,30,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,0,30,0.4,30,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,0,30,0.5,30,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,5,5,0.4,5,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,5,5,0.5,5,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,5,5,0.6,5,3,2.4,12.8781325672373,10.4781325672373
0,0,5,5,0.7,5,3.5,3.00166620396073,13.1441264615916,10.1424602576309
0,0,5,5,0.8,5,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,5,5,0.9,5,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,5,5,1,5,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,5,5,1.1,5,5.5,5.19711458407451,14.0469755346579,8.84986095058334
0,0,5,5,1.2,5,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,5,5,1.3,5,6.5,6.24579858785088,14.4395366150544,8.19373802720348
0,0,5,5,1.4,5,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,5,5,1.5,5,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,5,5,1.6,5,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,5,5,1.7,5,8.5,8.30722577037605,15.133880653233,6.82665488285698
0,0,5,5,1.8,5,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,5,5,1.9,5,9.5,9.3279150939532,15.4373637055677,6.10944861161447
0,0,5,5,2,5,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,5,5,2.1,5,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,5,5,2.2,5,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,5,5,2.3,5,11.5,11.3582569085225,15.9536737122261,4.59541680370358
0,0,5,5,2.4,5,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,5,5,2.5,5,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,5,5,2.6,5,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,5,5,2.7,5,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,5,5,2.8,5,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,5,5,2.9,5,14.5,14.3878420897645,16.4711124441134,2.08327035434886
0,0,5,5,3,5,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,5,5,3.1,5,15.5,15.395129099816,16.561326745385,1.16619764556907
0,0,5,5,3.2,5,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,5,5,3.3,5,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,5,10,0.2,10,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,5,10,0.3,10,3,2.4,12.8781325672373,10.4781325672373
0,0,5,10,0.4,10,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,5,10,0.5,10,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,5,10,0.6,10,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,5,10,0.7,10,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,5,10,0.8,10,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,5,10,0.9,10,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,5,10,1,10,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,5,10,1.1,10,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,5,10,1.2,10,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,5,10,1.3,10,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,5,10,1.4,10,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,5,10,1.5,10,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,5,10,1.6,10,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,5,15,0.2,15,3,2.4,12.8781325672373,10.4781325672373
0,0,5,15,0.3,15,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,5,15,0.4,15,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,5,15,0.5,15,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,5,15,0.6,15,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,5,15,0.7,15,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,5,15,0.8,15,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,5,15,0.9,15,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,5,15,1,15,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,5,15,1.1,15,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,5,20,0.1,20,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,5,20,0.2,20,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,5,20,0.3,20,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,5,20,0.4,20,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,5,20,0.5,20,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,5,20,0.6,20,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,5,20,0.7,20,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,5,20,0.8,20,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,5,25,0.1,25,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,5,25,0.2,25,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,5,25,0.3,25,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,5,25,0.4,25,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,5,25,0.5,25,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,5,25,0.6,25,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,5,30,0.1,30,3,2.4,12.8781325672373,10.4781325672373
0,0,5,30,0.2,30,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,5,30,0.3,30,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,5,30,0.4,30,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,5,30,0.5,30,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,10,5,0.4,5,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,10,5,0.5,5,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,10,5,0.6,5,3,2.4,12.8781325672373,10.4781325672373
0,0,10,5,0.7,5,3.5,3.00166620396073,13.1441264615916,10.1424602576309
0,0,10,5,0.8,5,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,10,5,0.9,5,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,10,5,1,5,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,10,5,1.1,5,5.5,5.19711458407451,14.0469755346579,8.84986095058334
0,0,10,5,1.2,5,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,10,5,1.3,5,6.5,6.24579858785088,14.4395366150544,8.19373802720348
0,0,10,5,1.4,5,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,10,5,1.5,5,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,10,5,1.6,5,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,10,5,1.7,5,8.5,8.30722577037605,15.133880653233,6.82665488285698
0,0,10,5,1.8,5,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,10,5,1.9,5,9.5,9.3279150939532,15.4373637055677,6.10944861161447
0,0,10,5,2,5,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,10,5,2.1,5,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,10,5,2.2,5,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,10,5,2.3,5,11.5,11.3582569085225,15.9536737122261,4.59541680370358
0,0,10,5,2.4,5,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,10,5,2.5,5,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,10,5,2.6,5,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,10,5,2.7,5,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,10,5,2.8,5,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,10,5,2.9,5,14.5,14.3878420897645,16.4711124441134,2.08327035434886
0,0,10,5,3,5,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,10,5,3.1,5,15.5,15.395129099816,16.561326745385,1.16619764556907
0,0,10,5,3.2,5,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,10,5,3.3,5,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,10,10,0.2,10,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,10,10,0.3,10,3,2.4,12.8781325672373,10.4781325672373
0,0,10,10,0.4,10,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,10,10,0.5,10,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,10,10,0.6,10,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,10,10,0.7,10,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,10,10,0.8,10,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,10,10,0.9,10,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,10,10,1,10,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,10,10,1.1,10,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,10,10,1.2,10,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,10,10,1.3,10,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,10,10,1.4,10,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,10,10,1.5,10,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,10,10,1.6,10,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,10,15,0.2,15,3,2.4,12.8781325672373,10.4781325672373
0,0,10,15,0.3,15,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,10,15,0.4,15,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,10,15,0.5,15,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,10,15,0.6,15,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,10,15,0.7,15,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,10,15,0.8,15,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,10,15,0.9,15,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,10,15,1,15,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,10,15,1.1,15,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,10,20,0.1,20,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,10,20,0.2,20,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,10,20,0.3,20,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,10,20,0.4,20,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,10,20,0.5,20,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,10,20,0.6,20,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,10,20,0.7,20,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,10,20,0.8,20,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,10,25,0.1,25,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,10,25,0.2,25,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,10,25,0.3,25,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,10,25,0.4,25,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,10,25,0.5,25,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,10,25,0.6,25,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,10,30,0.1,30,3,2.4,12.8781325672373,10.4781325672373
0,0,10,30,0.2,30,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,10,30,0.3,30,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,10,30,0.4,30,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,10,30,0.5,30,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,15,5,0.4,5,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,15,5,0.5,5,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,15,5,0.6,5,3,2.4,12.8781325672373,10.4781325672373
0,0,15,5,0.7,5,3.5,3.00166620396073,13.1441264615916,10.1424602576309
0,0,15,5,0.8,5,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,15,5,0.9,5,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,15,5,1,5,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,15,5,1.1,5,5.5,5.19711458407451,14.0469755346579,8.84986095058334
0,0,15,5,1.2,5,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,15,5,1.3,5,6.5,6.24579858785088,14.4395366150544,8.19373802720348
0,0,15,5,1.4,5,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,15,5,1.5,5,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,15,5,1.6,5,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,15,5,1.7,5,8.5,8.30722577037605,15.133880653233,6.82665488285698
0,0,15,5,1.8,5,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,15,5,1.9,5,9.5,9.3279150939532,15.4373637055677,6.10944861161447
0,0,15,5,2,5,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,15,5,2.1,5,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,15,5,2.2,5,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,15,5,2.3,5,11.5,11.3582569085225,15.9536737122261,4.59541680370358
0,0,15,5,2.4,5,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,15,5,2.5,5,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,15,5,2.6,5,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,15,5,2.7,5,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,15,5,2.8,5,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,15,5,2.9,5,14.5,14.3878420897645,16.4711124441134,2.08327035434886
0,0,15,5,3,5,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,15,5,3.1,5,15.5,15.395129099816,16.561326745385,1.16619764556907
0,0,15,5,3.2,5,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,15,5,3.3,5,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,15,10,0.2,10,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,15,10,0.3,10,3,2.4,12.8781325672373,10.4781325672373
0,0,15,10,0.4,10,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,15,10,0.5,10,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,15,10,0.6,10,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,15,10,0.7,10,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,15,10,0.8,10,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,15,10,0.9,10,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,15,10,1,10,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,15,10,1.1,10,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,15,10,1.2,10,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,15,10,1.3,10,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,15,10,1.4,10,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,15,10,1.5,10,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,15,10,1.6,10,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,15,15,0.2,15,3,2.4,12.8781325672373,10.4781325672373
0,0,15,15,0.3,15,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,15,15,0.4,15,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,15,15,0.5,15,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,15,15,0.6,15,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,15,15,0.7,15,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,15,15,0.8,15,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,15,15,0.9,15,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,15,15,1,15,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,15,15,1.1,15,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,15,20,0.1,20,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,15,20,0.2,20,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,15,20,0.3,20,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,15,20,0.4,20,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,15,20,0.5,20,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,15,20,0.6,20,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,15,20,0.7,20,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,15,20,0.8,20,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,15,25,0.1,25,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,15,25,0.2,25,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,15,25,0.3,25,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,15,25,0.4,25,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,15,25,0.5,25,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,15,25,0.6,25,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,15,30,0.1,30,3,2.4,12.8781325672373,10.4781325672373
0,0,15,30,0.2,30,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,15,30,0.3,30,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,15,30,0.4,30,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,15,30,0.5,30,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,20,5,0.4,5,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,20,5,0.5,5,2.5,1.73493515728975,12.5749984992945,10.8400633420048
0,0,20,5,0.6,5,3,2.4,12.8781325672373,10.4781325672373
0,0,20,5,0.7,5,3.5,3.00166620396073,13.1441264615916,10.1424602576309
0,0,20,5,0.8,5,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,20,5,0.9,5,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,20,5,1,5,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,20,5,1.1,5,5.5,5.19711458407451,14.0469755346579,8.84986095058334
0,0,20,5,1.2,5,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,20,5,1.3,5,6.5,6.24579858785088,14.4395366150544,8.19373802720348
0,0,20,5,1.4,5,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,20,5,1.5,5,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,20,5,1.6,5,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,20,5,1.7,5,8.5,8.30722577037605,15.133880653233,6.82665488285698
0,0,20,5,1.8,5,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,20,5,1.9,5,9.5,9.3279150939532,15.4373637055677,6.10944861161447
0,0,20,5,2,5,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,20,5,2.1,5,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,20,5,2.2,5,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,20,5,2.3,5,11.5,11.3582569085225,15.9536737122261,4.59541680370358
0,0,20,5,2.4,5,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,20,5,2.5,5,12.5,12.3697210962899,16.1631509958102,3.79342989952031
0,0,20,5,2.6,5,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,20,5,2.7,5,13.5,13.3794618725867,16.3368175565102,2.95735568392358
0,0,20,5,2.8,5,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,20,5,2.9,5,14.5,14.3878420897645,16.4711124441134,2.08327035434886
0,0,20,5,3,5,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,20,5,3.1,5,15.5,15.395129099816,16.561326745385,1.16619764556907
0,0,20,5,3.2,5,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,20,5,3.3,5,16.5,16.401524319404,16.6011359762632,0.199611656859272
0,0,20,10,0.2,10,2,0.871779788708135,12.1674192174205,11.2956394287124
0,0,20,10,0.3,10,3,2.4,12.8781325672373,10.4781325672373
0,0,20,10,0.4,10,4,3.57211421989835,13.3890213974909,9.81690717759252
0,0,20,10,0.5,10,5,4.66476151587624,13.8379785371918,9.17321702131559
0,0,20,10,0.6,10,6,5.72363520850168,14.247281154672,8.52364594617029
0,0,20,10,0.7,10,7,6.76461381011511,14.6241386178154,7.85952480770029
0,0,20,10,0.8,10,8,7.79487010796203,14.9712230354248,7.17635292746273
0,0,20,10,0.9,10,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,20,10,1,10,10,9.83666610188635,15.5780131708139,5.74134706892759
0,0,20,10,1.1,10,11,10.8517279730004,15.8363769545517,4.98464898155126
0,0,20,10,1.2,10,12,11.8642319599711,16.0627023528451,4.19847039287401
0,0,20,10,1.3,10,13,12.8747815515449,16.254660266724,3.37987871517911
0,0,20,10,1.4,10,14,13.8838035134469,16.4091495224666,2.52534600901967
0,0,20,10,1.5,10,15,14.891608375189,16.5220798697214,1.63047149453238
0,0,20,10,1.6,10,16,15.8984275952058,16.588008867401,0.689581272195223
0,0,20,15,0.2,15,3,2.4,12.8781325672373,10.4781325672373
0,0,20,15,0.3,15,4.5,4.12431812546026,13.6192469423808,9.49492881692052
0,0,20,15,0.4,15,6,5.72363520850167,14.247281154672,8.52364594617029
0,0,20,15,0.5,15,7.5,7.28079665970696,14.8013248262501,7.52052816654314
0,0,20,15,0.6,15,9,8.81816307401944,15.2892828337674,6.47111975974798
0,0,20,15,0.7,15,10.5,10.34456378974,15.7110807001404,5.36651691040036
0,0,20,15,0.8,15,12,11.8642319599711,16.0627023528451,4.19847039287401
